############ [seed=1 1/4] ILCHO sigmoid -- 4000 ep ############ Wed, Sep  9, 2026  1:54:10 AM
replay buffer: 168 episodes (17.8 MB/episode)
C:\Users\84946\Documents\learning\6G_NTN\src\ilcho\train.py:127: RuntimeWarning: Mean of empty slice
  f"loss {np.nanmean(hist['loss'][w]):.4f} | "
ep     1 | eps 0.90 | return   -99.87 | HO   2.35 | HOF 65.96 | SE  2.06 | loss nan |      3s
ep  1275 | eps 0.33 | return   352.50 | HO   3.81 | HOF 39.36 | SE  2.25 | loss 0.0433 |   4076s
ep  1300 | eps 0.32 | return   358.99 | HO   3.82 | HOF 38.51 | SE  2.26 | loss 0.0391 |   4156s
ep  1325 | eps 0.31 | return   363.40 | HO   3.85 | HOF 37.69 | SE  2.26 | loss 0.0376 |   4236s
ep  1350 | eps 0.30 | return   368.80 | HO   3.82 | HOF 36.80 | SE  2.27 | loss 0.0363 |   4316s
ep  1375 | eps 0.29 | return   373.72 | HO   4.00 | HOF 35.85 | SE  2.27 | loss 0.0343 |   4396s
ep  1400 | eps 0.28 | return   381.00 | HO   4.07 | HOF 34.81 | SE  2.28 | loss 0.0334 |   4476s
ep  1425 | eps 0.27 | return   385.16 | HO   4.08 | HOF 34.11 | SE  2.29 | loss 0.0320 |   4556s
ep  1450 | eps 0.26 | return   391.25 | HO   4.06 | HOF 33.28 | SE  2.29 | loss 0.0315 |   4636s
ep  1475 | eps 0.24 | return   396.52 | HO   4.15 | HOF 32.24 | SE  2.30 | loss 0.0296 |   4716s
ep  1500 | eps 0.23 | return   401.59 | HO   4.17 | HOF 31.58 | SE  2.30 | loss 0.0290 |   4796s
ep  1525 | eps 0.22 | return   409.07 | HO   4.17 | HOF 30.39 | SE  2.31 | loss 0.0284 |   4876s
ep  1550 | eps 0.21 | return   415.80 | HO   4.27 | HOF 29.12 | SE  2.32 | loss 0.0277 |   4956s
ep  1575 | eps 0.20 | return   420.50 | HO   4.34 | HOF 28.24 | SE  2.32 | loss 0.0269 |   5036s
ep  1600 | eps 0.19 | return   429.24 | HO   4.27 | HOF 27.03 | SE  2.33 | loss 0.0259 |   5116s
ep  1625 | eps 0.18 | return   434.05 | HO   4.31 | HOF 26.28 | SE  2.34 | loss 0.0255 |   5196s
ep  1650 | eps 0.17 | return   442.51 | HO   4.37 | HOF 24.73 | SE  2.35 | loss 0.0245 |   5275s
ep  1675 | eps 0.16 | return   448.35 | HO   4.37 | HOF 23.91 | SE  2.35 | loss 0.0239 |   5356s
ep  1700 | eps 0.14 | return   456.42 | HO   4.40 | HOF 22.80 | SE  2.36 | loss 0.0233 |   5436s
ep  1725 | eps 0.13 | return   462.17 | HO   4.38 | HOF 21.78 | SE  2.37 | loss 0.0225 |   5515s
ep  1750 | eps 0.12 | return   468.79 | HO   4.36 | HOF 20.57 | SE  2.38 | loss 0.0223 |   5595s
ep  1775 | eps 0.11 | return   476.80 | HO   4.50 | HOF 19.28 | SE  2.38 | loss 0.0217 |   5675s
ep  1800 | eps 0.10 | return   484.73 | HO   4.44 | HOF 18.02 | SE  2.39 | loss 0.0210 |   5756s
ep  1825 | eps 0.10 | return   488.83 | HO   4.40 | HOF 17.37 | SE  2.40 | loss 0.0206 |   5836s
ep  1850 | eps 0.10 | return   487.14 | HO   4.49 | HOF 17.58 | SE  2.39 | loss 0.0202 |   5915s
ep  1875 | eps 0.10 | return   489.27 | HO   4.49 | HOF 17.33 | SE  2.40 | loss 0.0197 |   5996s
ep  1900 | eps 0.10 | return   488.21 | HO   4.39 | HOF 17.36 | SE  2.40 | loss 0.0195 |   6076s
ep  1925 | eps 0.10 | return   488.16 | HO   4.47 | HOF 17.28 | SE  2.40 | loss 0.0194 |   6155s
ep  1950 | eps 0.10 | return   488.64 | HO   4.44 | HOF 17.46 | SE  2.40 | loss 0.0193 |   6235s
ep  1975 | eps 0.10 | return   488.89 | HO   4.38 | HOF 17.36 | SE  2.40 | loss 0.0191 |   6315s
ep  2000 | eps 0.10 | return   488.48 | HO   4.40 | HOF 17.35 | SE  2.40 | loss 0.0191 |   6395s
ep  2025 | eps 0.10 | return   489.83 | HO   4.38 | HOF 17.31 | SE  2.40 | loss 0.0192 |   6475s
ep  2050 | eps 0.10 | return   488.30 | HO   4.51 | HOF 17.36 | SE  2.39 | loss 0.0190 |   6555s
ep  2075 | eps 0.10 | return   488.31 | HO   4.36 | HOF 17.47 | SE  2.40 | loss 0.0189 |   6635s
ep  2100 | eps 0.10 | return   489.25 | HO   4.38 | HOF 17.35 | SE  2.40 | loss 0.0188 |   6715s
ep  2125 | eps 0.10 | return   489.90 | HO   4.42 | HOF 17.17 | SE  2.40 | loss 0.0186 |   6795s
ep  2150 | eps 0.10 | return   489.20 | HO   4.53 | HOF 17.31 | SE  2.40 | loss 0.0189 |   6875s
ep  2175 | eps 0.10 | return   489.45 | HO   4.42 | HOF 17.21 | SE  2.40 | loss 0.0186 |   6955s
ep  2200 | eps 0.10 | return   487.42 | HO   4.42 | HOF 17.42 | SE  2.39 | loss 0.0186 |   7035s
ep  2225 | eps 0.10 | return   488.27 | HO   4.53 | HOF 17.31 | SE  2.39 | loss 0.0186 |   7114s
ep  2250 | eps 0.10 | return   488.53 | HO   4.47 | HOF 17.32 | SE  2.40 | loss 0.0187 |   7195s
ep  2275 | eps 0.10 | return   489.11 | HO   4.44 | HOF 17.23 | SE  2.40 | loss 0.0186 |   7274s
ep  2300 | eps 0.10 | return   488.47 | HO   4.40 | HOF 17.50 | SE  2.40 | loss 0.0188 |   7354s
ep  2325 | eps 0.10 | return   487.97 | HO   4.47 | HOF 17.37 | SE  2.40 | loss 0.0188 |   7435s
ep  2350 | eps 0.10 | return   486.94 | HO   4.53 | HOF 17.38 | SE  2.40 | loss 0.0188 |   7514s
ep  2375 | eps 0.10 | return   486.33 | HO   4.55 | HOF 17.42 | SE  2.39 | loss 0.0188 |   7595s
ep  2400 | eps 0.10 | return   489.15 | HO   4.53 | HOF 17.18 | SE  2.40 | loss 0.0187 |   7675s
ep  2425 | eps 0.10 | return   488.18 | HO   4.46 | HOF 17.32 | SE  2.40 | loss 0.0188 |   7754s
ep  2450 | eps 0.10 | return   488.58 | HO   4.42 | HOF 17.33 | SE  2.40 | loss 0.0185 |   7834s
ep  2475 | eps 0.10 | return   488.41 | HO   4.41 | HOF 17.21 | SE  2.40 | loss 0.0183 |   7914s
ep  2500 | eps 0.10 | return   487.56 | HO   4.44 | HOF 17.46 | SE  2.40 | loss 0.0184 |   7994s
ep  2525 | eps 0.10 | return   488.13 | HO   4.50 | HOF 17.27 | SE  2.40 | loss 0.0182 |   8074s
ep  2550 | eps 0.10 | return   488.20 | HO   4.47 | HOF 17.23 | SE  2.40 | loss 0.0184 |   8154s
ep  2575 | eps 0.10 | return   488.16 | HO   4.56 | HOF 17.36 | SE  2.40 | loss 0.0183 |   8234s
ep  2600 | eps 0.10 | return   488.36 | HO   4.38 | HOF 17.27 | SE  2.40 | loss 0.0186 |   8314s
ep  2625 | eps 0.10 | return   488.11 | HO   4.44 | HOF 17.50 | SE  2.40 | loss 0.0187 |   8394s
ep  2650 | eps 0.10 | return   488.27 | HO   4.43 | HOF 17.51 | SE  2.40 | loss 0.0188 |   8473s
ep  2675 | eps 0.10 | return   488.34 | HO   4.51 | HOF 17.16 | SE  2.40 | loss 0.0188 |   8553s
ep  2700 | eps 0.10 | return   489.56 | HO   4.56 | HOF 17.09 | SE  2.40 | loss 0.0190 |   8633s
ep  2725 | eps 0.10 | return   488.19 | HO   4.58 | HOF 17.18 | SE  2.40 | loss 0.0189 |   8713s
ep  2750 | eps 0.10 | return   488.48 | HO   4.43 | HOF 17.39 | SE  2.40 | loss 0.0189 |   8793s
ep  2775 | eps 0.10 | return   488.02 | HO   4.63 | HOF 17.22 | SE  2.40 | loss 0.0191 |   8873s
ep  2800 | eps 0.10 | return   489.44 | HO   4.53 | HOF 17.09 | SE  2.40 | loss 0.0188 |   8953s
ep  2825 | eps 0.10 | return   490.17 | HO   4.48 | HOF 17.10 | SE  2.40 | loss 0.0188 |   9033s
ep  2850 | eps 0.10 | return   487.27 | HO   4.51 | HOF 17.23 | SE  2.39 | loss 0.0190 |   9113s
ep  2875 | eps 0.10 | return   487.41 | HO   4.55 | HOF 17.31 | SE  2.39 | loss 0.0190 |   9193s
ep  2900 | eps 0.10 | return   488.09 | HO   4.50 | HOF 17.34 | SE  2.40 | loss 0.0189 |   9272s
ep  2925 | eps 0.10 | return   488.83 | HO   4.51 | HOF 17.28 | SE  2.40 | loss 0.0190 |   9353s
ep  2950 | eps 0.10 | return   487.97 | HO   4.53 | HOF 17.26 | SE  2.40 | loss 0.0191 |   9434s
ep  2975 | eps 0.10 | return   489.82 | HO   4.55 | HOF 17.00 | SE  2.40 | loss 0.0192 |   9514s
ep  3000 | eps 0.10 | return   489.72 | HO   4.40 | HOF 17.20 | SE  2.40 | loss 0.0191 |   9594s
saved -> gpu100_repro/runs/g100_ilcho_linear_seed2  (9594s)
############ [seed=2 3/4] LBSH (IQL) -- 3000 ep ############ Wed, Sep  9, 2026  4:57:25 PM
replay buffer: 168 episodes (17.8 MB/episode)
C:\Users\84946\Documents\learning\6G_NTN\src\ilcho\train.py:127: RuntimeWarning: Mean of empty slice
  f"loss {np.nanmean(hist['loss'][w]):.4f} | "
ep     1 | eps 0.90 | return   212.50 | HO   2.60 | HOF 64.10 | SE  2.06 | loss nan |      3s
ep    25 | eps 0.89 | return   220.01 | HO   2.91 | HOF 63.07 | SE  2.08 | loss 5.4381 |     78s
ep    50 | eps 0.88 | return   219.74 | HO   2.81 | HOF 63.31 | SE  2.08 | loss 5.3581 |    158s
ep    75 | eps 0.87 | return   225.08 | HO   2.89 | HOF 62.41 | SE  2.09 | loss 5.2160 |    237s
ep   100 | eps 0.86 | return   227.76 | HO   3.04 | HOF 61.75 | SE  2.09 | loss 4.9763 |    316s
ep   125 | eps 0.84 | return   230.81 | HO   3.09 | HOF 61.39 | SE  2.09 | loss 4.7045 |    396s
ep   150 | eps 0.83 | return   232.37 | HO   3.05 | HOF 61.24 | SE  2.09 | loss 4.5298 |    476s
ep   175 | eps 0.82 | return   234.28 | HO   3.02 | HOF 60.86 | SE  2.10 | loss 4.4571 |    556s
ep   200 | eps 0.81 | return   236.84 | HO   3.02 | HOF 60.72 | SE  2.10 | loss 4.4228 |    636s
ep   225 | eps 0.80 | return   236.80 | HO   3.07 | HOF 60.61 | SE  2.10 | loss 4.3902 |    715s
ep   250 | eps 0.79 | return   240.53 | HO   3.12 | HOF 60.17 | SE  2.10 | loss 4.3218 |    796s
ep   275 | eps 0.78 | return   244.17 | HO   3.19 | HOF 59.52 | SE  2.10 | loss 4.2860 |    876s
ep   300 | eps 0.77 | return   247.09 | HO   3.15 | HOF 59.25 | SE  2.11 | loss 4.2408 |    955s
ep   325 | eps 0.76 | return   251.82 | HO   3.13 | HOF 58.84 | SE  2.11 | loss 4.1752 |   1036s
ep   350 | eps 0.74 | return   252.91 | HO   3.33 | HOF 58.13 | SE  2.12 | loss 4.1003 |   1115s
ep   375 | eps 0.73 | return   257.36 | HO   3.28 | HOF 57.92 | SE  2.12 | loss 3.9503 |   1195s
ep   400 | eps 0.72 | return   260.77 | HO   3.41 | HOF 57.38 | SE  2.12 | loss 3.8180 |   1275s
ep   425 | eps 0.71 | return   260.08 | HO   3.55 | HOF 57.11 | SE  2.12 | loss 3.6808 |   1355s
ep   450 | eps 0.70 | return   263.51 | HO   3.38 | HOF 56.66 | SE  2.12 | loss 3.6084 |   1435s
ep   475 | eps 0.69 | return   266.27 | HO   3.32 | HOF 56.39 | SE  2.12 | loss 3.5346 |   1515s
ep   500 | eps 0.68 | return   268.43 | HO   3.31 | HOF 55.89 | SE  2.13 | loss 3.4435 |   1595s
ep   525 | eps 0.67 | return   271.67 | HO   3.42 | HOF 55.52 | SE  2.13 | loss 3.3400 |   1675s
ep   550 | eps 0.66 | return   277.36 | HO   3.35 | HOF 54.96 | SE  2.14 | loss 3.2429 |   1755s
ep   575 | eps 0.64 | return   280.16 | HO   3.39 | HOF 54.50 | SE  2.14 | loss 3.1450 |   1835s
ep   600 | eps 0.63 | return   283.73 | HO   3.40 | HOF 53.97 | SE  2.14 | loss 3.0488 |   1915s
ep   625 | eps 0.62 | return   282.16 | HO   3.42 | HOF 53.95 | SE  2.14 | loss 3.0090 |   1995s
ep   650 | eps 0.61 | return   286.11 | HO   3.57 | HOF 53.17 | SE  2.15 | loss 2.9442 |   2075s
ep   675 | eps 0.60 | return   290.47 | HO   3.50 | HOF 52.77 | SE  2.15 | loss 2.8940 |   2155s
ep   700 | eps 0.59 | return   293.17 | HO   3.58 | HOF 52.16 | SE  2.16 | loss 2.8423 |   2235s
ep   725 | eps 0.58 | return   300.30 | HO   3.49 | HOF 51.57 | SE  2.16 | loss 2.7998 |   2315s
ep   750 | eps 0.57 | return   301.04 | HO   3.45 | HOF 51.36 | SE  2.16 | loss 2.7495 |   2395s
ep   775 | eps 0.56 | return   302.64 | HO   3.60 | HOF 50.89 | SE  2.16 | loss 2.7030 |   2475s
ep   800 | eps 0.54 | return   304.85 | HO   3.64 | HOF 50.61 | SE  2.16 | loss 2.6668 |   2555s
ep   825 | eps 0.53 | return   308.74 | HO   3.62 | HOF 50.11 | SE  2.16 | loss 2.6215 |   2635s
ep   850 | eps 0.52 | return   311.44 | HO   3.63 | HOF 49.61 | SE  2.17 | loss 2.5913 |   2715s
ep   875 | eps 0.51 | return   318.26 | HO   3.76 | HOF 48.71 | SE  2.17 | loss 2.5371 |   2795s
ep   900 | eps 0.50 | return   320.39 | HO   3.80 | HOF 48.29 | SE  2.18 | loss 2.5054 |   2875s
ep   925 | eps 0.49 | return   323.64 | HO   3.79 | HOF 47.87 | SE  2.18 | loss 2.4713 |   2954s
ep   950 | eps 0.48 | return   330.63 | HO   3.73 | HOF 47.09 | SE  2.19 | loss 2.4179 |   3034s
ep   975 | eps 0.47 | return   337.27 | HO   3.87 | HOF 46.15 | SE  2.20 | loss 2.3653 |   3114s
ep  1000 | eps 0.46 | return   340.00 | HO   3.77 | HOF 45.99 | SE  2.20 | loss 2.3205 |   3194s
ep  1025 | eps 0.44 | return   344.51 | HO   3.89 | HOF 45.22 | SE  2.20 | loss 2.2682 |   3274s
ep  1050 | eps 0.43 | return   346.84 | HO   4.08 | HOF 44.37 | SE  2.21 | loss 2.2179 |   3354s
ep  1075 | eps 0.42 | return   351.71 | HO   3.98 | HOF 43.93 | SE  2.21 | loss 2.1808 |   3434s
ep  1100 | eps 0.41 | return   356.00 | HO   4.12 | HOF 43.08 | SE  2.22 | loss 2.1277 |   3514s
ep  1125 | eps 0.40 | return   364.45 | HO   4.03 | HOF 42.30 | SE  2.22 | loss 2.0727 |   3594s
ep  1150 | eps 0.39 | return   367.29 | HO   4.10 | HOF 41.51 | SE  2.23 | loss 2.0161 |   3674s
ep  1175 | eps 0.38 | return   374.07 | HO   4.03 | HOF 41.09 | SE  2.23 | loss 1.9819 |   3753s
ep  1200 | eps 0.37 | return   377.01 | HO   4.11 | HOF 40.46 | SE  2.24 | loss 1.9298 |   3834s
ep  1225 | eps 0.36 | return   383.06 | HO   4.01 | HOF 39.73 | SE  2.24 | loss 1.8972 |   3914s
ep  1250 | eps 0.34 | return   388.03 | HO   4.07 | HOF 39.04 | SE  2.25 | loss 1.8350 |   3993s
ep  1275 | eps 0.33 | return   390.76 | HO   4.19 | HOF 38.22 | SE  2.25 | loss 1.7884 |   4073s
ep  1300 | eps 0.32 | return   397.63 | HO   4.17 | HOF 37.31 | SE  2.26 | loss 1.7308 |   4153s
ep  1325 | eps 0.31 | return   401.77 | HO   4.26 | HOF 36.50 | SE  2.26 | loss 1.6865 |   4233s
ep  1350 | eps 0.30 | return   407.66 | HO   4.24 | HOF 35.79 | SE  2.27 | loss 1.6327 |   4313s
ep  1375 | eps 0.29 | return   412.79 | HO   4.25 | HOF 34.98 | SE  2.27 | loss 1.5867 |   4393s
ep  1400 | eps 0.28 | return   420.83 | HO   4.29 | HOF 34.03 | SE  2.28 | loss 1.5287 |   4473s
ep  1425 | eps 0.27 | return   423.09 | HO   4.36 | HOF 33.38 | SE  2.28 | loss 1.4766 |   4553s
ep  1450 | eps 0.26 | return   432.12 | HO   4.32 | HOF 32.52 | SE  2.29 | loss 1.4505 |   4633s
ep  1475 | eps 0.24 | return   434.81 | HO   4.34 | HOF 31.76 | SE  2.29 | loss 1.3823 |   4712s
ep  1500 | eps 0.23 | return   442.79 | HO   4.36 | HOF 30.79 | SE  2.30 | loss 1.3434 |   4792s
ep  1525 | eps 0.22 | return   449.55 | HO   4.33 | HOF 29.90 | SE  2.31 | loss 1.2970 |   4872s
ep  1550 | eps 0.21 | return   456.17 | HO   4.43 | HOF 28.82 | SE  2.31 | loss 1.2506 |   4952s
ep  1575 | eps 0.20 | return   460.87 | HO   4.41 | HOF 27.95 | SE  2.32 | loss 1.1974 |   5032s
ep  1600 | eps 0.19 | return   471.44 | HO   4.32 | HOF 26.75 | SE  2.33 | loss 1.1425 |   5112s
ep  1625 | eps 0.18 | return   477.95 | HO   4.40 | HOF 25.84 | SE  2.33 | loss 1.0967 |   5192s
ep  1650 | eps 0.17 | return   484.58 | HO   4.51 | HOF 24.51 | SE  2.34 | loss 1.0403 |   5272s
ep  1675 | eps 0.16 | return   492.26 | HO   4.47 | HOF 23.55 | SE  2.35 | loss 0.9909 |   5352s
ep  1700 | eps 0.14 | return   498.79 | HO   4.51 | HOF 22.58 | SE  2.36 | loss 0.9512 |   5432s
ep  1725 | eps 0.13 | return   507.21 | HO   4.42 | HOF 21.52 | SE  2.36 | loss 0.8976 |   5512s
ep  1750 | eps 0.12 | return   517.06 | HO   4.42 | HOF 20.23 | SE  2.37 | loss 0.8546 |   5592s
ep  1775 | eps 0.11 | return   524.05 | HO   4.57 | HOF 19.00 | SE  2.38 | loss 0.7971 |   5672s
ep  1800 | eps 0.10 | return   534.15 | HO   4.48 | HOF 17.79 | SE  2.39 | loss 0.7428 |   5752s
ep  1825 | eps 0.10 | return   537.51 | HO   4.46 | HOF 17.18 | SE  2.39 | loss 0.7079 |   5831s
ep  1850 | eps 0.10 | return   536.39 | HO   4.53 | HOF 17.19 | SE  2.39 | loss 0.6634 |   5911s
ep  1875 | eps 0.10 | return   538.20 | HO   4.61 | HOF 16.98 | SE  2.39 | loss 0.6194 |   5991s
ep  1900 | eps 0.10 | return   536.92 | HO   4.58 | HOF 16.95 | SE  2.39 | loss 0.5972 |   6071s
ep  1925 | eps 0.10 | return   538.36 | HO   4.54 | HOF 17.00 | SE  2.39 | loss 0.5692 |   6151s
ep  1950 | eps 0.10 | return   537.35 | HO   4.50 | HOF 17.19 | SE  2.39 | loss 0.5579 |   6231s
ep  1975 | eps 0.10 | return   538.40 | HO   4.48 | HOF 17.16 | SE  2.39 | loss 0.5515 |   6311s
ep  2000 | eps 0.10 | return   537.24 | HO   4.40 | HOF 17.22 | SE  2.39 | loss 0.5409 |   6391s
ep  2025 | eps 0.10 | return   537.73 | HO   4.37 | HOF 17.24 | SE  2.39 | loss 0.5370 |   6471s
ep  2050 | eps 0.10 | return   537.04 | HO   4.50 | HOF 17.19 | SE  2.39 | loss 0.5283 |   6551s
ep  2075 | eps 0.10 | return   537.87 | HO   4.36 | HOF 17.20 | SE  2.39 | loss 0.5278 |   6631s
ep  2100 | eps 0.10 | return   538.48 | HO   4.34 | HOF 17.30 | SE  2.39 | loss 0.5259 |   6711s
ep  2125 | eps 0.10 | return   539.01 | HO   4.40 | HOF 17.03 | SE  2.39 | loss 0.5203 |   6791s
ep  2150 | eps 0.10 | return   538.81 | HO   4.48 | HOF 17.15 | SE  2.39 | loss 0.5216 |   6871s
ep  2175 | eps 0.10 | return   536.66 | HO   4.51 | HOF 17.10 | SE  2.39 | loss 0.5106 |   6951s
ep  2200 | eps 0.10 | return   537.49 | HO   4.42 | HOF 17.16 | SE  2.39 | loss 0.5077 |   7031s
ep  2225 | eps 0.10 | return   537.50 | HO   4.41 | HOF 17.22 | SE  2.39 | loss 0.5060 |   7110s
ep  2250 | eps 0.10 | return   538.02 | HO   4.34 | HOF 17.33 | SE  2.39 | loss 0.5079 |   7190s
ep  2275 | eps 0.10 | return   538.30 | HO   4.41 | HOF 17.08 | SE  2.39 | loss 0.5006 |   7270s
ep  2300 | eps 0.10 | return   537.70 | HO   4.35 | HOF 17.18 | SE  2.39 | loss 0.4975 |   7350s
ep  2325 | eps 0.10 | return   539.05 | HO   4.37 | HOF 17.21 | SE  2.39 | loss 0.4962 |   7430s
ep  2350 | eps 0.10 | return   536.93 | HO   4.47 | HOF 17.05 | SE  2.39 | loss 0.4917 |   7510s
ep  2375 | eps 0.10 | return   535.93 | HO   4.47 | HOF 17.26 | SE  2.39 | loss 0.4844 |   7590s
ep  2400 | eps 0.10 | return   539.20 | HO   4.40 | HOF 17.02 | SE  2.40 | loss 0.4874 |   7669s
ep  2425 | eps 0.10 | return   536.88 | HO   4.38 | HOF 17.15 | SE  2.39 | loss 0.4836 |   7750s
ep  2450 | eps 0.10 | return   539.01 | HO   4.39 | HOF 17.07 | SE  2.39 | loss 0.4793 |   7829s
ep  2475 | eps 0.10 | return   538.78 | HO   4.38 | HOF 16.94 | SE  2.39 | loss 0.4797 |   7909s
ep  2500 | eps 0.10 | return   536.91 | HO   4.37 | HOF 17.30 | SE  2.39 | loss 0.4795 |   7989s
ep  2525 | eps 0.10 | return   536.93 | HO   4.43 | HOF 17.12 | SE  2.39 | loss 0.4743 |   8069s
ep  2550 | eps 0.10 | return   535.51 | HO   4.28 | HOF 17.28 | SE  2.39 | loss 0.4723 |   8149s
ep  2575 | eps 0.10 | return   537.85 | HO   4.44 | HOF 17.26 | SE  2.39 | loss 0.4751 |   8229s
ep  2600 | eps 0.10 | return   536.32 | HO   4.49 | HOF 17.11 | SE  2.39 | loss 0.4723 |   8309s
ep  2625 | eps 0.10 | return   536.79 | HO   4.41 | HOF 17.42 | SE  2.39 | loss 0.4706 |   8388s
ep  2650 | eps 0.10 | return   537.71 | HO   4.43 | HOF 17.35 | SE  2.39 | loss 0.4712 |   8469s
ep  2675 | eps 0.10 | return   536.84 | HO   4.53 | HOF 17.03 | SE  2.39 | loss 0.4715 |   8548s
ep  2700 | eps 0.10 | return   539.45 | HO   4.41 | HOF 17.03 | SE  2.39 | loss 0.4701 |   8628s
ep  2725 | eps 0.10 | return   536.14 | HO   4.46 | HOF 17.21 | SE  2.39 | loss 0.4662 |   8708s
ep  2750 | eps 0.10 | return   536.90 | HO   4.38 | HOF 17.40 | SE  2.39 | loss 0.4694 |   8788s
ep  2775 | eps 0.10 | return   535.04 | HO   4.56 | HOF 17.15 | SE  2.39 | loss 0.4657 |   8868s
ep  2800 | eps 0.10 | return   536.28 | HO   4.46 | HOF 17.14 | SE  2.39 | loss 0.4646 |   8948s
ep  2825 | eps 0.10 | return   537.57 | HO   4.46 | HOF 16.98 | SE  2.39 | loss 0.4598 |   9028s
ep  2850 | eps 0.10 | return   535.07 | HO   4.46 | HOF 17.23 | SE  2.39 | loss 0.4595 |   9108s
ep  2875 | eps 0.10 | return   535.22 | HO   4.50 | HOF 17.25 | SE  2.39 | loss 0.4581 |   9187s
ep  2900 | eps 0.10 | return   537.46 | HO   4.34 | HOF 17.31 | SE  2.39 | loss 0.4587 |   9268s
ep  2925 | eps 0.10 | return   536.11 | HO   4.42 | HOF 17.36 | SE  2.39 | loss 0.4592 |   9347s
ep  2950 | eps 0.10 | return   535.91 | HO   4.47 | HOF 17.22 | SE  2.39 | loss 0.4590 |   9427s
ep  2975 | eps 0.10 | return   535.99 | HO   4.57 | HOF 17.05 | SE  2.39 | loss 0.4552 |   9507s
ep  3000 | eps 0.10 | return   536.79 | HO   4.51 | HOF 17.07 | SE  2.39 | loss 0.4545 |   9587s
saved -> gpu100_repro/runs/g100_lbsh_seed2  (9587s)
############ [seed=2 4/4] eval Phase 2-a ############ Wed, Sep  9, 2026  7:37:16 PM
methods: ['ILCHO', 'ILCHO-lin', 'MD-CHO', 'MVT-CHO', 'HSNF', 'LBSH']
ILCHO      starlink_phase_2a  UE=  5 | ho   9.067 | hof   0.000 | se   2.670 | jfi   0.995 | occ_var   0.007
ILCHO      starlink_phase_2a  UE= 20 | ho   9.450 | hof   0.222 | se   2.649 | jfi   0.994 | occ_var   0.057
ILCHO      starlink_phase_2a  UE= 40 | ho   8.747 | hof   0.872 | se   2.615 | jfi   0.994 | occ_var   0.111
ILCHO      starlink_phase_2a  UE= 70 | ho   7.516 | hof   1.478 | se   2.517 | jfi   0.995 | occ_var   0.134
ILCHO      starlink_phase_2a  UE=100 | ho   4.342 | hof   4.187 | se   2.495 | jfi   0.995 | occ_var   0.143
ILCHO-lin  starlink_phase_2a  UE=  5 | ho  10.511 | hof   0.044 | se   2.609 | jfi   0.995 | occ_var   0.007
ILCHO-lin  starlink_phase_2a  UE= 20 | ho   9.556 | hof   0.106 | se   2.566 | jfi   0.995 | occ_var   0.044
ILCHO-lin  starlink_phase_2a  UE= 40 | ho   9.458 | hof   0.667 | se   2.526 | jfi   0.995 | occ_var   0.090
ILCHO-lin  starlink_phase_2a  UE= 70 | ho   7.563 | hof   1.722 | se   2.469 | jfi   0.994 | occ_var   0.131
ILCHO-lin  starlink_phase_2a  UE=100 | ho   4.561 | hof   3.767 | se   2.485 | jfi   0.994 | occ_var   0.137
MD-CHO     starlink_phase_2a  UE=  5 | ho  15.467 | hof   0.000 | se   3.427 | jfi   0.999 | occ_var   0.016
MD-CHO     starlink_phase_2a  UE= 20 | ho  11.811 | hof  32.467 | se   2.956 | jfi   0.975 | occ_var   0.094
MD-CHO     starlink_phase_2a  UE= 40 | ho   4.397 | hof  64.169 | se   2.418 | jfi   0.977 | occ_var   0.173
MD-CHO     starlink_phase_2a  UE= 70 | ho   0.067 | hof  90.116 | se   1.976 | jfi   0.969 | occ_var   0.204
MD-CHO     starlink_phase_2a  UE=100 | ho   0.000 | hof 100.587 | se   1.770 | jfi   0.974 | occ_var   0.150
MVT-CHO    starlink_phase_2a  UE=  5 | ho   6.933 | hof   0.022 | se   3.019 | jfi   0.997 | occ_var   0.009
MVT-CHO    starlink_phase_2a  UE= 20 | ho   6.422 | hof   3.972 | se   2.981 | jfi   0.997 | occ_var   0.079
MVT-CHO    starlink_phase_2a  UE= 40 | ho   5.169 | hof   9.664 | se   2.861 | jfi   0.997 | occ_var   0.153
MVT-CHO    starlink_phase_2a  UE= 70 | ho   3.483 | hof  20.979 | se   2.582 | jfi   0.995 | occ_var   0.195
MVT-CHO    starlink_phase_2a  UE=100 | ho   2.412 | hof  30.552 | se   2.353 | jfi   0.980 | occ_var   0.148
HSNF       starlink_phase_2a  UE=  5 | ho  16.489 | hof   0.022 | se   3.423 | jfi   0.999 | occ_var   0.016
HSNF       starlink_phase_2a  UE= 20 | ho  13.117 | hof   0.022 | se   3.329 | jfi   0.998 | occ_var   0.094
HSNF       starlink_phase_2a  UE= 40 | ho  11.317 | hof   0.025 | se   3.104 | jfi   0.998 | occ_var   0.160
HSNF       starlink_phase_2a  UE= 70 | ho   9.887 | hof   0.040 | se   2.805 | jfi   0.993 | occ_var   0.188
HSNF       starlink_phase_2a  UE=100 | ho   5.543 | hof   3.368 | se   2.554 | jfi   0.992 | occ_var   0.142
LBSH       starlink_phase_2a  UE=  5 | ho   8.933 | hof   0.044 | se   2.513 | jfi   0.996 | occ_var   0.007
LBSH       starlink_phase_2a  UE= 20 | ho   9.011 | hof   0.100 | se   2.502 | jfi   0.995 | occ_var   0.035
LBSH       starlink_phase_2a  UE= 40 | ho   8.933 | hof   0.344 | se   2.477 | jfi   0.994 | occ_var   0.075
